item_id,reviews_rating_levels.one_star,reviews_rating_levels.five_star,reviews_rating_levels.three_star,reviews_paging.total,reviews_rating_average,reviews_rating_levels.four_star,reviews_rating_levels.two_star
MLA898697939,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902652695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881141774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881141785,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881142913,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881145091,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897764842,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897764861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897765435,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897765437,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897944675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897945140,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897945476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897945936,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897947063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897947103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897948178,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897952315,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897952416,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897952462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897952530,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897954168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897954191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA880373342,0.0,2.0,0.0,4.0,4.5,2.0,0.0
MLA901192965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898095689,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA879470343,0.0,4.0,0.0,4.0,5.0,0.0,0.0
MLA898095592,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874052902,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA872154158,2.0,10.0,1.0,17.0,4.2,4.0,0.0
MLA886159618,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899071712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901192463,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901847314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884489286,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876774404,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899930093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901192962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884210037,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA873400545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA895931292,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897760042,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900274664,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898911990,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901846574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA878139970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA861858776,0.0,3.0,1.0,7.0,4.0,2.0,1.0
MLA900364708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897721176,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875512766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875916696,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884208569,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA867370156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA861405881,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897719970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896989163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884482063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902693615,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA813783863,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900263705,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA880269382,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902606097,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883066707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882660020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA838497511,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA872769243,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884512916,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA879429096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899411540,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA872756434,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903591989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881933750,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896741565,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901568438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900040508,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899538038,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA837381579,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884738137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902375661,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885124857,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896592699,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901192462,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903356299,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885156406,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899101480,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882080227,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903110659,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884054976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884210309,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882081974,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885263821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901412408,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA870044487,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884932108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900725970,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA850618819,0.0,4.0,0.0,5.0,4.8,1.0,0.0
MLA897607868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898093702,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896603401,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA861564470,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA880269168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903219556,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897952143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA837379455,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA872201988,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896770153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903219559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900268839,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903438676,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901464821,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868670133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901191781,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA831133889,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA850908854,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA831135675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899399672,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897464418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA861566253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA850619555,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882885015,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882089027,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882884369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884737281,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900268813,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA861565314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901845729,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885813133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899868407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA886519035,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896567769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA856810253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882080388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883201677,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901574383,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897638056,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901928984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900274733,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899097718,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA879470483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA865551425,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882883436,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA831132766,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885672020,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898910558,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884516001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897935114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884717079,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900265483,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA860439937,0.0,4.0,0.0,5.0,4.8,1.0,0.0
MLA900667688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA691577807,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899120945,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896028914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901052152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901928065,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA877910200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896776130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896485106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA880268894,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899868163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA863709613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA816673473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898536365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899869348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA816674538,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA885171818,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA878359256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882036624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897767829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875903488,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA895866719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA871085893,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882624953,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896798474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA879426928,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883364289,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA879464058,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897711231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA875514263,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA903814774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900221710,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882884219,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882082189,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899398800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA882648328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896482411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896620328,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876184208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA856535688,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA863358204,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897635845,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901149450,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA876390092,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884841497,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884065675,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900905365,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897627102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA900275025,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA898719120,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA897950054,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901019144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA901468059,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA861704237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883871433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899045605,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA874772491,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884834165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA881392802,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA896774844,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899972763,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA883872949,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA816674159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA899117152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA868237379,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA902753168,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA884831957,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLA840884862,0.0,0.0,0.0,0.0,0.0,0.0,0.0
